2020,4,5,940,134
2020,4,29,2954,260
2020,9,3,1223,233
2020,4,1,1627,260
2020,8,26,71,20
2019,12,26,2554,102
2020,11,26,3545,260
2020,11,8,1101,263
2020,9,27,2259,20
2020,7,14,531,192
2020,5,16,2361,116
2020,10,16,1778,297
2020,10,14,2904,142
2020,9,11,3571,142
2020,6,1,1898,215
2020,9,20,276,63
2020,3,10,337,215
2020,5,31,1301,215
2020,3,6,408,293
2020,7,28,2378,279
2020,1,26,1121,142
2020,10,20,2699,304
2020,8,30,2493,298
2020,1,2,1923,296
2020,7,26,1202,215
2020,8,23,3071,266
2020,8,26,636,63
2020,9,20,2743,260
2020,9,21,1736,20
2020,2,28,1549,226
2020,11,5,882,142
2020,6,1,3568,116
2020,4,2,1682,215
2020,3,11,542,296
2020,5,18,2246,142
2020,5,22,1202,23
2020,8,18,731,266
2020,8,21,3567,215
2020,7,1,3079,274
2020,11,16,771,192
2020,6,6,1549,212
2020,2,11,2661,268
2020,5,17,2191,298
2020,1,30,1744,233
2020,5,6,143,116
2020,7,14,3101,207
2020,3,3,1130,174
2020,5,18,795,63
2020,5,6,901,116
2020,9,11,207,279
2020,4,20,2253,67
2020,8,16,1305,116
2020,1,11,3396,31
2020,4,15,1770,63
2020,6,23,2940,303
2020,7,6,100,142
2020,6,1,1441,142
2020,8,14,2043,212
2020,3,12,1411,192
2020,9,18,1558,266
2020,8,8,518,142
2020,7,15,3113,168
2020,8,27,1032,88
2020,10,15,584,178
2020,11,18,2155,215
2020,6,27,1142,297
2020,6,30,202,233
2020,10,5,1774,228
2020,6,3,1623,142
2020,6,1,2889,20
2020,10,26,1396,134
2020,7,25,658,142
2020,9,7,25,63
2020,3,10,1202,296
2020,4,12,3082,192
2020,3,27,2246,192
2020,4,18,3449,60
2020,4,27,318,134
2020,7,14,739,48
2020,11,9,975,2
2020,11,12,2713,268
2020,9,18,1020,20
2020,8,9,651,215
2020,5,16,2713,142
2020,6,22,1657,88
2020,3,31,1447,290
2020,10,6,2520,23
2020,6,7,2713,20
2020,10,7,1425,192
2020,8,23,2178,266
2020,4,15,493,174
2020,9,4,2760,298
2020,5,11,2191,102
2020,5,2,337,212
2020,2,29,85,215
2020,12,24,477,60
2020,12,4,888,191
2020,11,26,1592,215
2020,7,18,41,60
2020,3,28,2302,142
2020,5,4,2348,192
2020,1,8,794,311
2020,6,14,627,20
2020,3,24,1534,233
2020,5,6,1658,296
2020,6,5,1969,116
2020,6,2,2665,116
2020,3,22,2906,215
2020,7,7,518,303
2020,3,26,2743,215
2020,4,17,975,192
2020,5,30,2950,264
2020,9,23,77,54
2020,4,13,2152,88
2020,5,4,1402,125
2020,7,17,3097,20
2020,9,20,147,260
2020,7,17,1208,298
2020,11,21,214,266
2020,6,25,1975,60
2020,3,27,562,207
2020,5,10,3097,116
2020,5,13,1283,67
2020,2,14,1034,309
2020,8,22,1133,264
2020,5,12,234,233
2020,9,7,3068,60
2020,7,8,2505,20
2020,3,21,1058,215
2020,7,21,127,63
2020,8,18,1601,168
2020,7,2,1201,261
2020,7,28,1859,260
2020,5,18,1692,142
2020,8,24,700,303
2020,6,23,1150,260
2020,6,7,2797,142
2020,8,25,2894,260
2020,12,7,2623,192
2020,12,8,636,142
2020,9,16,584,178
2020,9,4,1073,215
2020,4,1,1952,63
2020,3,10,794,296
2020,5,6,127,63
2020,3,14,1505,148
2020,2,16,2622,130
2020,1,5,2822,233
2020,4,21,1934,60
2020,8,22,2351,168
2020,6,10,1452,60
2020,4,24,1482,142
2020,7,31,722,20
2020,9,1,2950,142
2020,8,24,1144,303
2020,6,23,2020,260
2020,4,21,1530,215
2020,7,6,3354,192
2020,8,25,3399,142
2020,6,1,642,142
2020,7,31,3197,192
2020,11,3,1280,142
2020,10,27,139,116
2020,5,9,2954,142
2020,6,3,715,142
2020,8,25,1613,20
2020,6,21,1991,116
2020,6,7,3545,313
2020,12,15,277,215
2020,4,29,2619,268
2020,5,10,1808,63
2020,8,25,789,142
2020,8,11,3091,260
2020,5,7,2141,60
2020,10,6,1061,142
2020,2,26,1144,174
2020,3,22,2121,293
2020,10,10,3510,215
2020,10,13,972,67
2020,4,27,812,215
2020,8,14,2538,266
2020,6,1,318,303
2020,7,15,1636,60
2020,9,3,3296,233
2020,10,6,1900,142
2020,8,25,1933,142
2020,6,12,699,67
2020,7,28,2907,20
2020,9,4,795,88
2020,4,1,1658,174
2020,1,30,882,174
2020,3,22,1636,31
2020,6,14,2596,192
2020,6,30,1204,309
2020,7,28,3155,215
2020,4,11,290,293
2020,3,30,2111,174
2020,7,23,2302,192
2020,7,6,2579,174
2020,6,24,3323,116
2020,6,8,975,142
2020,12,23,1141,266
2020,5,20,3337,142
2020,7,4,909,293
2020,7,16,1511,298
2020,12,8,630,215
2020,9,9,1839,20
2020,5,2,1861,212
2020,8,5,1032,266
2020,1,11,817,63
2020,10,19,630,215
2020,9,11,1247,284
2020,5,5,3130,116
2020,10,24,2152,192
2020,9,30,2797,88
2020,8,7,1808,263
2020,12,6,2954,162
2020,8,25,2996,303
2020,12,24,1898,215
2020,8,16,2937,88
2020,3,19,2066,226
2020,4,12,1049,303
2020,1,9,2867,125
2020,9,27,1131,191
2020,11,29,1058,261
2020,8,21,1824,60
2020,5,1,365,233
2020,6,25,234,60
2020,7,4,1948,142
2020,7,23,1219,142
2020,5,6,1158,174
2020,1,8,1534,233
2020,10,7,2053,125
2020,7,15,1172,264
2020,5,30,2202,70
2020,10,17,493,20
2020,8,25,1095,303
2020,7,26,700,226
2020,6,12,2867,67
2020,6,8,3186,298
2020,12,18,904,254
2020,11,21,2882,18
2020,5,10,882,174
2020,12,2,3487,142
2020,5,26,1021,31
2020,2,18,100,174
2020,8,1,780,20
2020,7,4,1463,192
2020,8,2,2591,226
2020,7,23,398,88
2020,10,19,1283,215
2020,3,2,2789,88
2020,1,2,1969,192
2020,7,15,2063,20
2020,8,28,790,226
2020,2,26,868,174
2020,4,10,3449,215
2020,7,12,2698,60
2020,5,6,1071,309
2020,3,25,1282,174
2020,8,4,2020,142
2020,7,20,3342,116
2020,3,13,3372,293
2020,9,11,685,263
2020,5,19,1142,293
2020,9,20,3200,20
2020,12,3,1181,142
2020,5,24,2729,192
2020,8,17,3399,304
2020,6,3,739,54
2020,7,14,3194,192
2020,9,11,254,303
2020,6,25,3101,266
2020,9,13,2409,264
2020,6,10,3025,298
2020,3,29,1549,290
2020,6,28,636,116
2020,7,30,1520,142
2020,7,13,2158,233
2020,7,20,1883,192
2020,5,23,1301,102
2020,7,30,1223,142
2020,8,27,18,309
2020,8,27,642,142
2020,5,6,1593,125
2020,9,20,2461,20
2019,12,30,2387,217
2020,11,15,1612,266
2020,1,23,3296,63
2020,1,29,1798,63
2020,9,4,1793,88
2020,11,24,2565,266
2020,5,5,795,63
2020,4,2,2257,63
2020,8,30,2155,67
2020,4,18,2417,60
2020,6,9,1021,148
2020,11,29,3113,192
2020,9,5,2121,215
2020,5,18,724,215
2020,8,1,3399,116
2020,3,22,1592,174
2020,1,23,3542,293
2020,1,15,1915,268
2020,12,15,531,130
2020,7,28,1426,297
2020,3,4,1020,67
2020,5,24,1855,293
2020,8,16,1095,20
2020,5,14,3116,303
2020,7,15,2405,168
2020,9,9,2152,23
2020,6,8,882,142
2020,12,23,668,303
2020,7,13,1306,116
2020,12,9,755,298
2020,6,25,1170,226
2020,5,6,2571,303
2020,5,23,668,60
2020,2,1,1923,260
2020,2,1,234,260
2020,3,31,310,116
2020,4,13,2517,215
2020,7,21,2913,63
2020,12,5,3568,233
2020,11,24,81,298
2020,5,16,3350,142
2020,11,14,3545,23
2020,5,11,2121,309
2020,8,15,1133,142
2020,8,2,2472,266
2020,5,3,700,125
2020,5,13,2412,296
2020,4,20,1032,88
2020,4,1,2155,174
2020,6,21,266,142
2019,12,26,1718,168
2020,3,9,2934,125
2020,5,14,2954,67
2020,5,22,1592,23
2020,4,2,1202,18
2020,5,10,2270,260
2020,3,22,3002,296
2020,5,24,2417,192
2020,7,30,1255,215
2020,6,8,1636,142
2020,5,21,2797,70
2020,4,24,2592,142
2020,5,6,1573,174
2020,7,31,220,20
2020,3,27,1418,260
2020,4,19,1736,309
2020,6,3,2455,54
2020,9,7,3179,60
2020,8,18,3545,23
2020,3,16,1923,309
2020,8,23,2897,60
2020,4,17,1202,192
2020,8,8,424,142
2020,7,16,832,142
2020,5,23,2479,102
2020,4,15,823,293
2020,5,10,477,174
2020,5,18,3500,192
2020,4,15,3545,174
2020,9,11,3039,266
2020,3,5,768,67
2020,8,25,536,162
2020,8,17,1058,293
2020,4,21,3113,130
2020,4,4,824,192
2020,6,17,1071,125
2020,7,25,2018,134
2020,12,14,2779,295
2020,6,27,2246,215
2020,2,13,49,215
2020,6,25,3372,266
2020,12,1,1420,116
2020,5,5,1458,207
2020,11,19,2982,192
2020,7,28,2975,260
2020,5,9,1142,18
2020,4,24,185,142
2020,12,10,409,70
2020,2,15,2121,125
2020,4,16,3023,303
2020,11,7,3201,23
2020,9,21,590,192
2020,1,27,860,125
2020,1,12,1858,134
2020,5,5,60,215
2020,12,9,1592,298
2020,8,8,641,20
2020,8,23,1219,63
2020,9,21,3023,192
2020,7,1,1205,116
2020,8,25,3372,88
2020,12,9,3097,298
2020,2,14,234,63
2020,6,6,2875,142
2020,8,26,1917,260
2020,5,9,2467,18
2020,5,13,1131,70
2020,5,29,3294,134
2020,5,3,2866,260
2020,6,7,319,168
2020,1,30,2493,174
2020,6,22,3449,142
2020,10,4,3530,134
2020,7,1,823,266
2020,5,16,700,293
2020,7,13,107,116
2020,10,25,3097,233
2020,4,21,3212,63
2020,4,29,2538,309
2020,4,29,2982,260
2020,7,28,2066,142
2020,6,5,365,20
2020,8,23,2554,260
2020,4,12,2907,233
2020,5,7,1633,215
2020,5,18,1995,142
2020,8,18,1981,192
2020,8,17,676,168
2020,4,4,3449,130
2020,11,27,1149,233
2020,5,3,1744,260
2020,10,16,2949,215
2020,7,13,234,60
2020,8,12,1884,233
2020,1,26,3113,233
2020,8,8,1305,295
2020,11,1,642,192
2020,7,30,3174,192
2020,7,15,2510,264
2020,7,26,2453,301
2020,11,5,941,67
2020,8,25,929,67
2020,1,9,127,192
2020,7,14,2901,212
2020,9,20,3424,192
2020,11,19,730,215
2020,8,21,587,142
2020,6,1,703,266
2020,2,21,2027,200
2020,7,29,8,142
2020,10,7,1357,142
2020,7,17,2020,215
2020,3,22,1887,116
2020,11,9,1641,60
2020,9,7,3113,60
2020,8,24,1549,116
2020,12,23,2434,266
2020,5,10,3530,309
2020,5,5,3241,60
2020,8,27,2405,192
2020,1,11,3155,233
2020,8,31,3372,266
2020,11,14,3236,116
2020,11,2,207,215
2020,5,10,857,63
2020,5,26,2698,192
2020,6,1,3562,266
2020,5,31,402,20
2020,11,12,2579,284
2020,11,3,1653,142
2020,11,29,3232,303
2020,6,1,696,142
2020,1,22,3036,142
2020,8,23,3313,215
2020,5,14,1672,303
2020,5,31,636,116
2020,9,20,163,261
2020,10,5,1447,228
2020,8,9,1158,23
2020,6,11,3550,60
2020,8,14,658,142
2020,5,17,789,142
2020,12,2,217,293
2020,5,28,1231,233
2020,5,16,2158,142
2020,8,28,2950,309
2020,8,19,1985,260
2020,8,24,2517,192
2020,8,3,2349,99
2020,4,27,1486,303
2020,9,7,1266,60
2020,9,20,3260,63
2020,1,2,1952,296
2020,9,20,1342,279
2020,12,4,1664,215
2020,8,26,468,266
2020,10,1,1382,116
2020,5,31,2510,215
2020,5,21,2913,264
2020,11,27,2729,215
2020,5,10,106,215
2020,12,21,3342,260
2020,8,27,1888,264
2020,7,18,1692,296
2020,7,26,2409,215
2020,2,15,1952,293
2020,5,18,185,215
2020,1,14,542,260
2020,11,27,83,192
2020,10,26,640,134
2020,3,29,2007,261
2020,3,4,2592,60
2020,8,23,1950,168
2020,5,10,752,260
2020,7,4,3251,142
2020,8,25,3225,63
2020,7,12,234,99
2020,2,14,1672,63
2020,7,15,661,303
2020,5,3,454,70
2020,7,26,3056,266
2020,9,11,992,116
2020,4,7,2313,261
2020,8,27,590,192
2020,9,11,95,20
2020,9,10,724,20
2020,3,24,2901,233
2020,8,30,2361,215
2020,9,18,590,298
2020,2,14,651,142
2020,10,21,755,215
2020,8,12,1266,142
2020,2,18,3418,63
2020,10,24,1558,142
2020,10,30,1005,215
2020,6,2,1952,116
2020,7,25,1492,142
2020,6,8,2498,215
2020,7,28,1322,260
2020,2,14,3193,215
2020,7,4,1653,142
2020,7,24,3390,142
2019,12,28,2050,260
2020,9,16,2786,274
2020,6,7,254,142
2020,2,15,3188,233
2020,3,27,2020,260
2020,5,24,3399,192
2020,2,1,3251,142
2020,7,6,2726,142
2020,10,12,1382,142
2020,10,2,642,192
2020,7,24,1826,20
2020,6,23,830,142
2020,6,20,2726,67
2020,10,16,2372,192
2020,6,24,1342,88
2020,11,14,2546,23
